"id","year_filmed","views_as_of_06162017","tags"
"1406","2011","202849","alternative energy,poverty,TEDx,green,global issues,technology"
"1407","2012","174142","TEDx,politics,global issues,technology,Internet"
"1408","2011","194115","TED-Ed,oceans"
"1409","2012","3918573","sociology,AI,culture,technology,communication,community"
"141","2007","1761790","Moon,mining,Planets,NASA,space,energy,exploration,adventure,technology"
"1410","2012","1701219","literature,design,creativity,humor"
"1411","2012","970256","interface design,education,health care,medical research,technology"
"1412","2010","691840","TEDx,environment,agriculture,global issues"
"1413","2012","1545913","smell,architecture,design,technology,TED Fellows"
"1415","2011","182411","TED-Ed,poetry,youth,TEDYouth,education,culture,language,entertainment"
"1416","2012","3026449","memory,design,creativity,storytelling,community"
"1417","2011","3424869","monkeys,morality,TEDx,science,animals,community"
"1418","2012","1131583","population,sex,health care,TEDx,culture,global issues"
"1419","2011","1315838","physiology,Surgery,biotech,heart health,disease,health,health care,medicine,medical research,product design,biology,biomechanics,TEDx,innovation,science,engineering,future,design,materials,technology,collaboration"
"142","2006","1386733","cancer,health,health care,medicine,bioethics,design,technology"
"1420","2012","974969","Asia,china,world cultures,culture,music,entertainment,TED Fellows"
"1421","2012","1623130","heart health,health care,medicine"
"1422","2012","1053836","law,entrepreneur,business"
"1423","2011","770876","photography,culture,global issues,art"
"1424","2011","1170000","happiness,population,mental health,mind,health,psychology,TEDx,culture,personal growth,aging,humanity,science,women,life"
"1425","2012","646140","anthropology,paleontology,disease,genetics,health,medicine,evolution,biology,ancient world,innovation,food,bacteria,history,science,TED Fellows"
"1426","2012","3244775","String theory,TED Brain Trust,dark matter,cosmos,Planets,universe,space,math,big bang,astronomy,physics,time,exploration,science"
"1427","2011","3484639","philanthropy,consumerism,happiness,money,psychology,TEDx,business,community"
"1428","2012","403610","TED-Ed,chemistry,nanoscale,education,physics,science"
"1429","2012","826650","Latin America,TED Prize,Brazil,infrastructure,cities,urban planning,technology"
"143","2007","849636","AIDS,statistics,Africa,economics,health,science,global issues"
"1430","2012","966688","youth,health,culture,activism,bullying,global issues"
"1431","2012","3223444","simplicity,hack,TEDx,green,entertainment,materials,humor"
"1432","2011","483743","gaming,TEDx,social change,history,global issues"
"1433","2012","657951","museums,architecture,cities,creativity"
"1434","2012","1130007","wind energy,industrial design,alternative energy,solar energy,invention,economics,energy,innovation,politics,science,engineering,future,natural resources,climate change,environment,sustainability,green,design,materials,technology,business"
"1435","2012","613144","culture,nature,design,art"
"1436","2012","2079030","advertising,privacy,technology,business,Internet"
"1437","2011","2342307","advertising,TEDx,culture,humor"
"1438","2012","1398905","fashion,youth,feminism,TEDx,entertainment,identity"
"1439","2011","164543","fashion,race,photography,TEDx,global issues,beauty"
"144","2007","1039528","software,design,entertainment,global issues,technology"
"1440","2012","1237759","culture,music,history,entertainment"
"1441","2012","648755","philosophy,data"
"1442","2012","722689","travel,cosmos,photography,film,science and art,biology,exploration,science,environment,animals,nature,biodiversity,life,adventure,art"
"1443","2012","4647406","memory,cognitive science,mind,neuroscience,psychology,intelligence,brain,culture,science"
"1444","2012","1581335","marketing,web,technology"
"1445","2012","255544","insects,health,medicine,TEDx,global issues"
"1446","2011","116213","TEDx,music,history,business"
"1447","2012","1965987","sociology,behavioral economics,happiness,cognitive science,mind,neuroscience,psychology,brain,decision-making,culture,science,life,personality"
"1448","2012","1171609","anthropology,literature,math,algorithm,language,history,science,collaboration,TED Fellows"
"1449","2012","4224421","fear,design,creativity,technology"
"145","2003","897508","ants,insects,biology,science,design,collaboration"
"1450","2012","882362","physiology,biomimicry,biotech,cognitive science,neuroscience,medical research,science and art,biology,brain,science,engineering,technology,art,TED Fellows"
"1451","2012","1111422","TED Prize,photography,public spaces,art,community"
"1452","2012","267626","natural disaster,TEDx,disaster relief,design,global issues"
"1453","2012","150871","nanoscale,pollution,biotech,oceans,disease,health,biology,TEDx,innovation,bacteria,science,microbiology,microbes,climate change,environment,biodiversity"
"1454","2012","855121","Vaccines,virus,nanoscale,disease,public health,genetics,medical research,DNA,biology,bacteria,exploration,science,microbiology,environment,biodiversity"
"1455","2012","2100043","presentation,population,TEDx,religion,global issues,data"
"1456","2012","628794","magic,personal growth,entertainment,storytelling"
"1457","2012","486893","AIDS,law,health,TEDx,global issues"
"1458","2012","9012670","poetry,live music,music,comedy,entertainment,performance,humor"
"1459","2012","354220","robots,open-source,philosophy,programming,biotech,computers,software,interface design,social media,AI,machine learning,science and art,TEDx,science,garden,collaboration,Internet,art,community"
"146","2007","1079856","gaming,demo,design,entertainment,technology"
"1460","2012","454359","wind energy,alternative energy,solar energy,math,TEDx,climate change,sustainability,global issues,data"
"1461","2012","941072","archaeology,open-source,books,library,museums,ancient world,TEDx,history,Internet,art"
"1462","2012","580666","economics,protests,TEDx,women,data,Egypt"
"1463","2011","628748","philosophy,morality,TEDx,culture,life,design,communication"
"1464","2012","1361076","dance,culture,entertainment,technology"
"1465","2012","823400","cosmos,philosophy,extraterrestrial life,Planets,NASA,prediction,universe,space,math,astronomy,TEDx,exploration,humanity,science,future,life,technology,data"
"1466","2012","172099","self,TEDx,security,technology"
"1467","2012","1851779","TED Brain Trust,Autism spectrum disorder,physiology,Planets,population,biotech,genetics,astronomy,DNA,evolution,biology,brain,TEDx,culture,innovation,history,science,future,biodiversity,life,bioethics,technology"
"1468","2012","3834355","physiology,sex,health,evolution,biology,biomechanics,science,animals,nature,biodiversity,humor"
"1469","2012","3212016","math,culture,language,history"
"147","2007","1742501","film,health,medicine,visualizations,animation,science,design,entertainment,technology"
"1470","2012","933137","mining,molecular biology,chemistry,biotech,oceans,water,biology,innovation,bacteria,science,natural resources,environment,sustainability,technology,TED Fellows"
"1471","2012","1118811","comedy,architecture,design,humor"
"1472","2011","560239","Autism spectrum disorder,monkeys,empathy,cognitive science,mental health,mind,neuroscience,public health,genetics,health,medicine,medical research,psychology,disability,biology,brain,TEDx,science,children"
"1473","2011","295636","TEDx,media,women,global issues,journalism"
"1474","2012","730340","design,humor,journalism"
"1475","2012","955720","public health,poverty,health,health care,medicine,social change,global issues,society"
"1476","2012","757418","youth,education,film,culture,children,storytelling,art"
"1477","2012","924077","anthropology,archaeology,NASA,geology,space,computers,Africa,ancient world,innovation,exploration,history,science,technology,collaboration,TED Fellows,Egypt"
"1478","2012","1441464","love,gender,LGBT,relationships,sex,TEDx,politics,social change,inequality,humor"
"1479","2012","777998","skateboarding,open-source,TEDx,innovation,collaboration"
"148","2007","3308307","spoken word,poetry,entertainment"
"1480","2012","2807978","law,death,TEDx,prison,politics,storytelling,global issues"
"1481","2012","633025","sports,cancer,disease,public health,health,health care,medicine,culture,activism,aging,science,bioethics,society"
"1482","2012","1704144","industrial design,invention,visualizations,science and art,science,design,storytelling,technology,Internet,art"
"1483","2012","687091","sports,weather,industrial design,alternative energy,solar energy,invention,energy,TEDx,innovation,architecture,infrastructure,public spaces,science,engineering,environment,sustainability,ecology,design,entertainment,global issues"
"1484","2012","806695","goal-setting,social media,TEDx,life,entertainment,storytelling,technology,art"
"1485","2012","1033740","student,TED Prize,youth,success,failure,math,education,medical research,biology,potential,social change,humanity,science,future,work,storytelling,technology,society"
"1487","2012","1039346","computers,education,global issues,Internet"
"1488","2011","708788","Moon,cosmos,Planets,NASA,solar system,space,computers,software,demo,visualizations,astronomy,TEDx,exploration,science,technology"
"1489","2012","869957","india,TEDx,innovation,global issues,business"
"149","2007","548037","marketing,health care,medicine,culture"
"1490","2012","715637","wikipedia,insects,web,TEDx,science,future,nature,life,entertainment,humor,Internet"
